kew_id,taxon_name,taxon_name_binom,authors,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,from_BI_material,data_source,ID
728302-1,Potentilla intermedia L.,Potentilla intermedia,L.,2.15,1.08,2102.7,1051.35,n,"Zonneveld, 2019",3
728598-1,Potentilla norvegica L.,Potentilla norvegica,L.,1.68,0.84,1643.04,821.52,n,"Zonneveld, 2019",3
209483-2,Potentilla recta L.,Potentilla recta,L.,1.11,0.56,1085.58,542.79,n,"Zonneveld, 2019",3
324739-2,Potentilla reptans L.,Potentilla reptans,L.,1.38,0.69,1349.64,674.82,n,"Zonneveld, 2019",3
60455705-2,Potentilla sterilis (L.) Garcke,Potentilla sterilis,(L.) Garcke,0.54,0.27,528.12,264.06,n,"Zonneveld, 2019",3
701870-1,Primula elatior (L.) Hill,Primula elatior,(L.) Hill,1.13,0.57,1105.14,552.57,n,"Zonneveld, 2019",3
702751-1,Primula veris L.,Primula veris,L.,0.98,0.49,958.44,479.22,n,"Zonneveld, 2019",3
702779-1,Primula vulgaris Huds.,Primula vulgaris,Huds.,1.01,0.51,987.78,493.89,n,"Zonneveld, 2019",3
60464253-2,Prunella grandiflora (L.) Scholler,Prunella grandiflora,(L.) Scholler,1.56,0.78,1525.68,762.84,n,"Zonneveld, 2019",3
455176-1,Prunella vulgaris L.,Prunella vulgaris,L.,1.12,0.56,1095.36,547.68,n,"Zonneveld, 2019",3
729568-1,Prunus cerasifera Ehrh.,Prunus cerasifera,Ehrh.,0.63,0.32,616.14,308.07,n,"Zonneveld, 2019",3
729574-1,Prunus cerasus L.,Prunus cerasus,L.,1.72,0.86,1682.16,841.08,n,"Zonneveld, 2019",3
30221374-2,Prunus domestica L.,Prunus domestica,L.,2.11,1.06,2063.58,1031.79,n,"Zonneveld, 2019",3
324745-2,Prunus laurocerasus L.,Prunus laurocerasus,L.,7.9,3.95,7726.2,3863.1,n,"Zonneveld, 2019",3
729931-1,Prunus mahaleb L.,Prunus mahaleb,L.,0.68,0.34,665.04,332.52,n,"Zonneveld, 2019",3
730262-1,Prunus serotina Ehrh.,Prunus serotina,Ehrh.,1.05,0.53,1026.9,513.45,n,"Zonneveld, 2019",3
730297-1,Prunus spinosa L.,Prunus spinosa,L.,1.42,0.71,1388.76,694.38,n,"Zonneveld, 2019",3
943202-1,Pseudofumaria alba (Mill.) Lidén,Pseudofumaria alba,(Mill.) Lidén,0.77,0.39,753.06,376.53,n,"Zonneveld, 2019",3
673928-1,Pseudofumaria lutea (L.) Borkh.,Pseudofumaria lutea,(L.) Borkh.,1.37,0.69,1339.86,669.93,n,"Zonneveld, 2019",3
418885-1,Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino ex Nakai,Pseudosasa japonica,(Siebold & Zucc. ex Steud.) Makino ex Nakai,6.56,3.28,6415.68,3207.84,n,"Zonneveld, 2019",3
677141-1,Pseudotsuga menziesii (Mirb.) Franco,Pseudotsuga menziesii,(Mirb.) Franco,35.2,17.6,34425.6,17212.8,n,"Zonneveld, 2019",3
442471-1,Pterocarya fraxinifolia (Poir.) Spach,Pterocarya fraxinifolia,(Poir.) Spach,1.39,0.7,1359.42,679.71,n,"Zonneveld, 2019",3
419097-1,Puccinellia maritima (Huds.) Parl.,Puccinellia maritima,(Huds.) Parl.,10.7,5.35,10464.6,5232.3,n,"Zonneveld, 2019",3
60445945-2,Pulicaria dysenterica (L.) Bernh.,Pulicaria dysenterica,(L.) Bernh.,2.08,1.04,2034.24,1017.12,n,"Zonneveld, 2019",3
240626-1,Pulicaria vulgaris Gaertn.,Pulicaria vulgaris,Gaertn.,1.84,0.92,1799.52,899.76,n,"Zonneveld, 2019",3
120402-1,Pulmonaria officinalis L.,Pulmonaria officinalis,L.,3.15,1.58,3080.7,1540.35,n,"Zonneveld, 2019",3
120416-1,Pulmonaria rubra Schott,Pulmonaria rubra,Schott,2.45,1.23,2396.1,1198.05,n,"Zonneveld, 2019",3
712079-1,Pulsatilla vulgaris Mill.,Pulsatilla vulgaris,Mill.,26.2,13.1,25623.6,12811.8,n,"Zonneveld, 2019",3
331828-1,Pyrola minor L.,Pyrola minor,L.,8.43,4.22,8244.54,4122.27,n,"Zonneveld, 2019",3
331846-1,Pyrola rotundifolia L.,Pyrola rotundifolia,L.,7.12,3.56,6963.36,3481.68,n,"Zonneveld, 2019",3
30065762-2,Pyrus communis L.,Pyrus communis,L.,1.24,0.62,1212.72,606.36,n,"Zonneveld, 2019",3
77066454-1,Pyrus pyraster (L.) Burgsd.,Pyrus pyraster,(L.) Burgsd.,1.23,0.62,1202.94,601.47,n,"Zonneveld, 2019",3
295941-1,Quercus cerris L.,Quercus cerris,L.,1.9,0.95,1858.2,929.1,n,"Zonneveld, 2019",3
359961-1,Quercus petraea (Matt.) Liebl.,Quercus petraea,(Matt.) Liebl.,2.05,1.03,2004.9,1002.45,n,"Zonneveld, 2019",3
304293-2,Quercus robur L.,Quercus robur,L.,2.01,1.01,1965.78,982.89,n,"Zonneveld, 2019",3
296701-1,Quercus rubra L.,Quercus rubra,L.,1.74,0.87,1701.72,850.86,n,"Zonneveld, 2019",3
712125-1,Ranunculus acris L.,Ranunculus acris,L.,9.2,4.6,8997.6,4498.8,n,"Zonneveld, 2019",3
712240-1,Ranunculus arvensis L.,Ranunculus arvensis,L.,13.3,6.65,13007.4,6503.7,n,"Zonneveld, 2019",3
712265-1,Ranunculus auricomus L.,Ranunculus auricomus,L.,14.6,7.3,14278.8,7139.4,n,"Zonneveld, 2019",3
712473-1,Ranunculus circinatus Sibth.,Ranunculus circinatus,Sibth.,5.94,2.97,5809.32,2904.66,n,"Zonneveld, 2019",3
30013390-2,Ranunculus flammula L.,Ranunculus flammula,L.,12.5,6.25,12225,6112.5,n,"Zonneveld, 2019",3
713102-1,Ranunculus lingua L.,Ranunculus lingua,L.,49.8,24.9,48704.4,24352.2,n,"Zonneveld, 2019",3
713446-1,Ranunculus parviflorus L.,Ranunculus parviflorus,L.,6.6,3.3,6454.8,3227.4,n,"Zonneveld, 2019",3
713757-1,Ranunculus sardous Crantz,Ranunculus sardous,Crantz,6.33,3.17,6190.74,3095.37,n,"Zonneveld, 2019",3
713776-1,Ranunculus sceleratus L.,Ranunculus sceleratus,L.,7.22,3.61,7061.16,3530.58,n,"Zonneveld, 2019",3
217826-2,Raphanus raphanistrum L.,Raphanus raphanistrum,L.,1.15,0.58,1124.7,562.35,n,"Zonneveld, 2019",3
288491-1,Raphanus sativus L.,Raphanus sativus,L.,1.22,0.61,1193.16,596.58,n,"Zonneveld, 2019",3
1061021-2,Rapistrum rugosum (L.) Bergeret,Rapistrum rugosum,(L.) Bergeret,1.25,0.63,1222.5,611.25,n,"Zonneveld, 2019",3
715534-1,Reseda lutea L.,Reseda lutea,L.,2.06,1.03,2014.68,1007.34,n,"Zonneveld, 2019",3
715535-1,Reseda luteola L.,Reseda luteola,L.,1.33,0.67,1300.74,650.37,n,"Zonneveld, 2019",3
715569-1,Reseda odorata L.,Reseda odorata,L.,0.96,0.48,938.88,469.44,n,"Zonneveld, 2019",3
718256-1,Rhamnus cathartica L.,Rhamnus cathartica,L.,0.98,0.49,958.44,479.22,n,"Zonneveld, 2019",3
808716-1,Rhinanthus angustifolius C.C.Gmel.,Rhinanthus angustifolius,C.C.Gmel.,2.7,1.35,2640.6,1320.3,n,"Zonneveld, 2019",3
30116962-2,Rhinanthus minor L.,Rhinanthus minor,L.,2.85,1.43,2787.3,1393.65,n,"Zonneveld, 2019",3
333114-1,Rhododendron ponticum L.,Rhododendron ponticum,L.,1.61,0.81,1574.58,787.29,n,"Zonneveld, 2019",3
70939-1,Rhus typhina L.,Rhus typhina,L.,0.86,0.43,841.08,420.54,n,"Zonneveld, 2019",3
1070770-2,Rhynchospora alba (L.) Vahl,Rhynchospora alba,(L.) Vahl,0.45,0.23,440.1,220.05,n,"Zonneveld, 2019",3
1055567-2,Rhynchospora fusca (L.) W.T.Aiton,Rhynchospora fusca,(L.) W.T.Aiton,0.51,0.26,498.78,249.39,n,"Zonneveld, 2019",3
792549-1,Ribes alpinum L.,Ribes alpinum,L.,2,1,1956,978,n,"Zonneveld, 2019",3
792873-1,Ribes nigrum L.,Ribes nigrum,L.,2.04,1.02,1995.12,997.56,n,"Zonneveld, 2019",3
792883-1,Ribes odoratum H.L.Wendl.,Ribes odoratum,H.L.Wendl.,1.96,0.98,1916.88,958.44,n,"Zonneveld, 2019",3
317405-2,Ribes sanguineum Pursh,Ribes sanguineum,Pursh,1.84,0.92,1799.52,899.76,n,"Zonneveld, 2019",3
793001-1,Ribes spicatum E.Robson,Ribes spicatum,E.Robson,1.94,0.97,1897.32,948.66,n,"Zonneveld, 2019",3
793052-1,Ribes uva-crispa L.,Ribes uva-crispa,L.,1.87,0.94,1828.86,914.43,n,"Zonneveld, 2019",3
355498-1,Ricinus communis L.,Ricinus communis,L.,0.85,0.43,831.3,415.65,n,"Zonneveld, 2019",3
30034699-2,Robinia pseudoacacia L.,Robinia pseudoacacia,L.,1.58,0.79,1545.24,772.62,n,"Zonneveld, 2019",3
288622-1,Rorippa amphibia (L.) Besser,Rorippa amphibia,(L.) Besser,1.14,0.57,1114.92,557.46,n,"Zonneveld, 2019",3
288628-1,Rorippa austriaca (Crantz) Besser,Rorippa austriaca,(Crantz) Besser,0.44,0.22,430.32,215.16,n,"Zonneveld, 2019",3
288669-1,Rorippa palustris (L.) Besser,Rorippa palustris,(L.) Besser,1.18,0.59,1154.04,577.02,n,"Zonneveld, 2019",3
288692-1,Rorippa sylvestris (L.) Besser,Rorippa sylvestris,(L.) Besser,1.45,0.73,1418.1,709.05,n,"Zonneveld, 2019",3
731498-1,Rosa agrestis Savi,Rosa agrestis,Savi,3.58,1.79,3501.24,1750.62,n,"Zonneveld, 2019",3
731660-1,Rosa arvensis Huds.,Rosa arvensis,Huds.,1.14,0.57,1114.92,557.46,n,"Zonneveld, 2019",3
731918-1,Rosa caesia Sm.,Rosa caesia,Sm.,2.68,1.34,2621.04,1310.52,n,"Zonneveld, 2019",3
732177-1,Rosa corymbifera Borkh.,Rosa corymbifera,Borkh.,3,1.5,2934,1467,n,"Zonneveld, 2019",3
733289-1,Rosa micrantha Borrer ex Sm.,Rosa micrantha,Borrer ex Sm.,2.82,1.41,2757.96,1378.98,n,"Zonneveld, 2019",3
734069-1,Rosa rubiginosa L.,Rosa rubiginosa,L.,2.8,1.4,2738.4,1369.2,n,"Zonneveld, 2019",3
927373-1,Rosa rugosa Thunb.,Rosa rugosa,Thunb.,1.08,0.54,1056.24,528.12,n,"Zonneveld, 2019",3
734252-1,Rosa sherardii Davies,Rosa sherardii,Davies,2.72,1.36,2660.16,1330.08,n,"Zonneveld, 2019",3
324822-2,Rosa spinosissima L.,Rosa spinosissima,L.,1.99,1,1946.22,973.11,n,"Zonneveld, 2019",3
734524-1,Rosa tomentosa Sm.,Rosa tomentosa,Sm.,2.81,1.41,2748.18,1374.09,n,"Zonneveld, 2019",3
734665-1,Rosa villosa L.,Rosa villosa,L.,2.17,1.09,2122.26,1061.13,n,"Zonneveld, 2019",3
734684-1,Rosa virginiana Mill. (non Herrm.),Rosa virginiana,Mill. (non Herrm.),1.99,1,1946.22,973.11,n,"Zonneveld, 2019",3
455509-1,Rosmarinus officinalis L.,Rosmarinus officinalis,L.,2.64,1.32,2581.92,1290.96,n,"Zonneveld, 2019",3
419582-1,Rostraria cristata (L.) Tzvelev,Rostraria cristata,(L.) Tzvelev,7.49,3.75,7325.22,3662.61,n,"Zonneveld, 2019",3
765369-1,Rubia tinctorum L.,Rubia tinctorum,L.,3.36,1.68,3286.08,1643.04,n,"Zonneveld, 2019",3
735608-1,Rubus caesius L.,Rubus caesius,L.,1.47,0.74,1437.66,718.83,n,"Zonneveld, 2019",3
298089-2,Rubus idaeus L.,Rubus idaeus,L.,0.69,0.35,674.82,337.41,n,"Zonneveld, 2019",3
738513-1,Rubus mucronulatus Boreau,Rubus mucronulatus,Boreau,1.55,0.78,1515.9,757.95,n,"Zonneveld, 2019",3
738594-1,Rubus nemoralis P.J. Müll,Rubus nemoralis,P.J. Müll,1.46,0.73,1427.88,713.94,n,"Zonneveld, 2019",3
738619-1,Rubus nessensis Hall,Rubus nessensis,Hall,1.38,0.69,1349.64,674.82,n,"Zonneveld, 2019",3
223359-2,Rubus odoratus L.,Rubus odoratus,L.,0.74,0.37,723.72,361.86,n,"Zonneveld, 2019",3
895791-1,Rubus phoenicolasius Maxim.,Rubus phoenicolasius,Maxim.,0.72,0.36,704.16,352.08,n,"Zonneveld, 2019",3
739210-1,Rubus plicatus Weihe & Nees,Rubus plicatus,Weihe & Nees,1.47,0.74,1437.66,718.83,n,"Zonneveld, 2019",3
739981-1,Rubus saxatilis L.,Rubus saxatilis,L.,1.49,0.75,1457.22,728.61,n,"Zonneveld, 2019",3
740058-1,Rubus scissus W.C.R.Watson,Rubus scissus,W.C.R.Watson,1.45,0.73,1418.1,709.05,n,"Zonneveld, 2019",3
223579-2,Rubus spectabilis Pursh,Rubus spectabilis,Pursh,0.57,0.29,557.46,278.73,n,"Zonneveld, 2019",3
740482-1,Rubus sprengelii Weihe,Rubus sprengelii,Weihe,1.49,0.75,1457.22,728.61,n,"Zonneveld, 2019",3
741131-1,Rubus vestitus Weihe,Rubus vestitus,Weihe,1.66,0.83,1623.48,811.74,n,"Zonneveld, 2019",3
332105-2,Rumex acetosa L.,Rumex acetosa,L.,6.85,3.43,6699.3,3349.65,n,"Zonneveld, 2019",3
224391-2,Rumex acetosella L.,Rumex acetosella,L.,5.03,2.52,4919.34,2459.67,n,"Zonneveld, 2019",3
697003-1,Rumex conglomeratus Murray,Rumex conglomeratus,Murray,1.54,0.77,1506.12,753.06,n,"Zonneveld, 2019",3
224413-2,Rumex crispus L.,Rumex crispus,L.,4.44,2.22,4342.32,2171.16,n,"Zonneveld, 2019",3
697266-1,Rumex longifolius DC.,Rumex longifolius,DC.,8.46,4.23,8273.88,4136.94,y,"Zonneveld, 2019",3
300184-2,Rumex maritimus L.,Rumex maritimus,L.,2.25,1.13,2200.5,1100.25,n,"Zonneveld, 2019",3
310739-2,Rumex obtusifolius L.,Rumex obtusifolius,L.,2.64,1.32,2581.92,1290.96,n,"Zonneveld, 2019",3
697375-1,Rumex palustris Sm.,Rumex palustris,Sm.,3.81,1.91,3726.18,1863.09,n,"Zonneveld, 2019",3
697388-1,Rumex patientia L.,Rumex patientia,L.,4.76,2.38,4655.28,2327.64,n,"Zonneveld, 2019",3
30024727-2,Rumex salicifolius T.Lestib.,Rumex salicifolius,T.Lestib.,1.38,0.69,1349.64,674.82,n,"Zonneveld, 2019",3
310740-2,Rumex sanguineus L.,Rumex sanguineus,L.,1.5,0.75,1467,733.5,n,"Zonneveld, 2019",3
304830-2,Rumex scutatus L.,Rumex scutatus,L.,2.24,1.12,2190.72,1095.36,n,"Zonneveld, 2019",3
224565-2,Ruppia maritima L.,Ruppia maritima,L.,2.82,1.41,2757.96,1378.98,n,"Zonneveld, 2019",3
540443-1,Ruscus aculeatus L.,Ruscus aculeatus,L.,22.2,11.1,21711.6,10855.8,n,"Zonneveld, 2019",3
775099-1,Ruta graveolens L.,Ruta graveolens,L.,1.16,0.58,1134.48,567.24,n,"Zonneveld, 2019",3
156411-1,Sagina apetala Ard.,Sagina apetala,Ard.,0.95,0.48,929.1,464.55,n,"Zonneveld, 2019",3
156491-1,Sagina nodosa (L.) Fenzl,Sagina nodosa,(L.) Fenzl,1.13,0.57,1105.14,552.57,n,"Zonneveld, 2019",3
302082-2,Sagina procumbens L.,Sagina procumbens,L.,0.79,0.4,772.62,386.31,n,"Zonneveld, 2019",3
156528-1,Sagina subulata (Sw.) C.Presl,Sagina subulata,(Sw.) C.Presl,0.93,0.47,909.54,454.77,n,"Zonneveld, 2019",3
225280-2,Sagittaria latifolia Willd.,Sagittaria latifolia,Willd.,32.4,16.2,31687.2,15843.6,n,"Zonneveld, 2019",3
30074004-2,Sagittaria sagittifolia L.,Sagittaria sagittifolia,L.,42,21,41076,20538,n,"Zonneveld, 2019",3
776974-1,Salix alba L.,Salix alba,L.,1.74,0.87,1701.72,850.86,n,"Zonneveld, 2019",3
777119-1,Salix aurita L.,Salix aurita,L.,1.7,0.85,1662.6,831.3,n,"Zonneveld, 2019",3
777425-1,Salix daphnoides Vill.,Salix daphnoides,Vill.,0.89,0.45,870.42,435.21,n,"Zonneveld, 2019",3
777510-1,Salix elaeagnos Scop.,Salix elaeagnos,Scop.,0.76,0.38,743.28,371.64,n,"Zonneveld, 2019",3
225807-2,Salix eriocephala Michx.,Salix eriocephala,Michx.,0.91,0.46,889.98,444.99,n,"Zonneveld, 2019",3
778243-1,Salix myrsinifolia Salisb.,Salix myrsinifolia,Salisb.,2.45,1.23,2396.1,1198.05,n,"Zonneveld, 2019",3
312506-2,Salix pentandra L.,Salix pentandra,L.,1.83,0.92,1789.74,894.87,y,"Zonneveld, 2019",3
301321-2,Salix purpurea L.,Salix purpurea,L.,0.95,0.48,929.1,464.55,n,"Zonneveld, 2019",3
305835-2,Salix repens L.,Salix repens,L.,0.87,0.44,850.86,425.43,n,"Zonneveld, 2019",3
302929-2,Salix triandra L.,Salix triandra,L.,0.84,0.42,821.52,410.76,y,"Zonneveld, 2019",3
779152-1,Salix viminalis L.,Salix viminalis,L.,0.83,0.42,811.74,405.87,y,"Zonneveld, 2019",3
303401-2,Salsola kali L.,Salsola kali,L.,3.31,1.66,3237.18,1618.59,n,"Zonneveld, 2019",3
307757-2,Salsola tragus L.,Salsola tragus,L.,3.02,1.51,2953.56,1476.78,n,"Zonneveld, 2019",3
456833-1,Salvia officinalis L.,Salvia officinalis,L.,1.18,0.59,1154.04,577.02,n,"Zonneveld, 2019",3
457007-1,Salvia pratensis L.,Salvia pratensis,L.,1.57,0.79,1535.46,767.73,n,"Zonneveld, 2019",3
457502-1,Salvia verticillata L.,Salvia verticillata,L.,2.83,1.42,2767.74,1383.87,n,"Zonneveld, 2019",3
321978-2,Sambucus canadensis L.,Sambucus canadensis,L.,24.7,12.35,24156.6,12078.3,n,"Zonneveld, 2019",3
149315-1,Sambucus ebulus L.,Sambucus ebulus,L.,24.7,12.35,24156.6,12078.3,n,"Zonneveld, 2019",3
30056767-2,Sambucus racemosa L.,Sambucus racemosa,L.,24.9,12.45,24352.2,12176.1,n,"Zonneveld, 2019",3
30021527-2,Samolus valerandi L.,Samolus valerandi,L.,1.29,0.65,1261.62,630.81,n,"Zonneveld, 2019",3
847832-1,Sanicula europaea L.,Sanicula europaea,L.,2.65,1.33,2591.7,1295.85,n,"Zonneveld, 2019",3
156626-1,Saponaria ocymoides L.,Saponaria ocymoides,L.,4.28,2.14,4185.84,2092.92,n,"Zonneveld, 2019",3
156627-1,Saponaria officinalis L.,Saponaria officinalis,L.,4.58,2.29,4479.24,2239.62,n,"Zonneveld, 2019",3
793749-1,Saxifraga granulata L.,Saxifraga granulata,L.,4.97,2.49,4860.66,2430.33,n,"Zonneveld, 2019",3
794664-1,Saxifraga tridactylites L.,Saxifraga tridactylites,L.,1.34,0.67,1310.52,655.26,n,"Zonneveld, 2019",3
319793-1,Scabiosa columbaria L.,Scabiosa columbaria,L.,2.51,1.26,2454.78,1227.39,n,"Zonneveld, 2019",3
848035-1,Scandix pecten-veneris L.,Scandix pecten-veneris,L.,1.41,0.71,1378.98,689.49,n,"Zonneveld, 2019",3
1019162-1,Schoenoplectus lacustris (L.) Palla,Schoenoplectus lacustris,(L.) Palla,1.23,0.62,1202.94,601.47,n,"Zonneveld, 2019",3
1019167-1,Schoenoplectus pungens (Vahl) Palla,Schoenoplectus pungens,(Vahl) Palla,1.07,0.54,1046.46,523.23,n,"Zonneveld, 2019",3
1019164-1,Schoenoplectus tabernaemontani (C.C.Gmel.) Palla,Schoenoplectus tabernaemontani,(C.C.Gmel.) Palla,1.24,0.62,1212.72,606.36,n,"Zonneveld, 2019",3
1019165-1,Schoenoplectus triqueter (L.) Palla,Schoenoplectus triqueter,(L.) Palla,1.17,0.59,1144.26,572.13,n,"Zonneveld, 2019",3
312959-1,Schoenus nigricans L.,Schoenus nigricans,L.,1.8,0.9,1760.4,880.2,n,"Zonneveld, 2019",3
540689-1,Scilla bifolia L.,Scilla bifolia,L.,9.6,4.8,9388.8,4694.4,n,"Zonneveld, 2019",3
927545-1,Scilla siberica Haw.,Scilla siberica,Haw.,75.4,37.7,73741.2,36870.6,n,"Zonneveld, 2019",3
1214602-2,Scirpoides holoschoenus (L.) Soják,Scirpoides holoschoenus,(L.) Soják,0.55,0.28,537.9,268.95,n,"Zonneveld, 2019",3
314368-1,Scirpus sylvaticus L.,Scirpus sylvaticus,L.,0.75,0.38,733.5,366.75,n,"Zonneveld, 2019",3
302613-2,Scleranthus perennis L.,Scleranthus perennis,L.,2.02,1.01,1975.56,987.78,n,"Zonneveld, 2019",3
243208-1,Scorzonera hispanica L.,Scorzonera hispanica,L.,4.96,2.48,4850.88,2425.44,n,"Zonneveld, 2019",3
809039-1,Scrophularia auriculata L.,Scrophularia auriculata,L.,3.27,1.64,3198.06,1599.03,n,"Zonneveld, 2019",3
30088899-2,Scrophularia nodosa L.,Scrophularia nodosa,L.,1.54,0.77,1506.12,753.06,n,"Zonneveld, 2019",3
809581-1,Scrophularia umbrosa Dumort.,Scrophularia umbrosa,Dumort.,2.84,1.42,2777.52,1388.76,n,"Zonneveld, 2019",3
809598-1,Scrophularia vernalis L.,Scrophularia vernalis,L.,1.74,0.87,1701.72,850.86,n,"Zonneveld, 2019",3
458118-1,Scutellaria altissima L.,Scutellaria altissima,L.,0.83,0.42,811.74,405.87,n,"Zonneveld, 2019",3
458280-1,Scutellaria galericulata L.,Scutellaria galericulata,L.,0.78,0.39,762.84,381.42,n,"Zonneveld, 2019",3
946592-1,Securigera varia (L.) Lassen,Securigera varia,(L.) Lassen,3.33,1.67,3256.74,1628.37,n,"Zonneveld, 2019",3
274996-1,Sedum acre L.,Sedum acre,L.,2.91,1.46,2845.98,1422.99,n,"Zonneveld, 2019",3
275520-1,Sedum hispanicum L.,Sedum hispanicum,L.,0.93,0.47,909.54,454.77,n,"Zonneveld, 2019",3
276056-1,Sedum sexangulare L.,Sedum sexangulare,L.,1.9,0.95,1858.2,929.1,n,"Zonneveld, 2019",3
90781-3,Selaginella kraussiana (Kunze) A.Braun,Selaginella kraussiana,(Kunze) A.Braun,0.4,0.2,391.2,195.6,n,"Zonneveld, 2019",3
276315-1,Sempervivum arachnoideum L.,Sempervivum arachnoideum,L.,0.65,0.33,635.7,317.85,n,"Zonneveld, 2019",3
276682-1,Sempervivum tectorum L.,Sempervivum tectorum,L.,1.52,0.76,1486.56,743.28,n,"Zonneveld, 2019",3
245637-1,Senecio inaequidens DC.,Senecio inaequidens,DC.,3.05,1.53,2982.9,1491.45,n,"Zonneveld, 2019",3
247457-1,Senecio sarracenicus L.,Senecio sarracenicus,L.,13,6.5,12714,6357,n,"Zonneveld, 2019",3
247694-1,Senecio squalidus L.,Senecio squalidus,L.,1,0.5,978,489,n,"Zonneveld, 2019",3
247845-1,Senecio sylvaticus L.,Senecio sylvaticus,L.,4.35,2.18,4254.3,2127.15,n,"Zonneveld, 2019",3
248231-1,Senecio viscosus L.,Senecio viscosus,L.,4.75,2.38,4645.5,2322.75,n,"Zonneveld, 2019",3
248251-1,Senecio vulgaris L.,Senecio vulgaris,L.,3.47,1.74,3393.66,1696.83,n,"Zonneveld, 2019",3
248861-1,Serratula tinctoria L.,Serratula tinctoria,L.,3.33,1.67,3256.74,1628.37,n,"Zonneveld, 2019",3
848608-1,Seseli libanotis (L.) W.D.J.Koch,Seseli libanotis,(L.) W.D.J.Koch,5.6,2.8,5476.8,2738.4,n,"Zonneveld, 2019",3
421548-1,Setaria faberi Herrm.,Setaria faberi,Herrm.,2.59,1.3,2533.02,1266.51,n,"Zonneveld, 2019",3
1207294-2,Setaria italica (L.) P.Beauv.,Setaria italica,(L.) P.Beauv.,1.17,0.59,1144.26,572.13,n,"Zonneveld, 2019",3
421764-1,Setaria pumila (Poir.) Roem. & Schult.,Setaria pumila,(Poir.) Roem. & Schult.,2.57,1.29,2513.46,1256.73,n,"Zonneveld, 2019",3
421857-1,Setaria verticillata (L.) P.Beauv.,Setaria verticillata,(L.) P.Beauv.,1.92,0.96,1877.76,938.88,n,"Zonneveld, 2019",3
1171009-2,Setaria viridis (L.) P.Beauv.,Setaria viridis,(L.) P.Beauv.,1.05,0.53,1026.9,513.45,n,"Zonneveld, 2019",3
766342-1,Sherardia arvensis L.,Sherardia arvensis,L.,1.16,0.58,1134.48,567.24,n,"Zonneveld, 2019",3
848813-1,Silaum silaus (L.) Schinz & Thell.,Silaum silaus,(L.) Schinz & Thell.,6.68,3.34,6533.04,3266.52,n,"Zonneveld, 2019",3
156849-1,Silene armeria L.,Silene armeria,L.,2.91,1.46,2845.98,1422.99,n,"Zonneveld, 2019",3
157107-1,Silene coeli-rosa (L.) Godr.,Silene coeli-rosa,(L.) Godr.,1.89,0.95,1848.42,924.21,n,"Zonneveld, 2019",3
157130-1,Silene conica L.,Silene conica,L.,1.93,0.97,1887.54,943.77,n,"Zonneveld, 2019",3
60461121-2,Silene coronaria (L.) Clairv.,Silene coronaria,(L.) Clairv.,6.36,3.18,6220.08,3110.04,n,"Zonneveld, 2019",3
157226-1,Silene dichotoma Ehrh.,Silene dichotoma,Ehrh.,2.96,1.48,2894.88,1447.44,n,"Zonneveld, 2019",3
157239-1,Silene dioica (L.) Clairv.,Silene dioica,(L.) Clairv.,5.54,2.77,5418.12,2709.06,n,"Zonneveld, 2019",3
911444-1,Silene flos-cuculi (L.) Clairv.,Silene flos-cuculi,(L.) Clairv.,5.38,2.69,5261.64,2630.82,n,"Zonneveld, 2019",3
332106-2,Silene gallica L.,Silene gallica,L.,2.15,1.08,2102.7,1051.35,n,"Zonneveld, 2019",3
304203-2,Silene noctiflora L.,Silene noctiflora,L.,4.75,2.38,4645.5,2322.75,n,"Zonneveld, 2019",3
157927-1,Silene nutans L.,Silene nutans,L.,5.31,2.66,5193.18,2596.59,n,"Zonneveld, 2019",3
157978-1,Silene otites (L.) Wibel,Silene otites,(L.) Wibel,5.23,2.62,5114.94,2557.47,n,"Zonneveld, 2019",3
158668-1,Silene vulgaris (Moench) Garcke,Silene vulgaris,(Moench) Garcke,2.28,1.14,2229.84,1114.92,n,"Zonneveld, 2019",3
249211-1,Silybum marianum (L.) Gaertn.,Silybum marianum,(L.) Gaertn.,1.71,0.86,1672.38,836.19,n,"Zonneveld, 2019",3
288952-1,Sinapis alba L.,Sinapis alba,L.,1.12,0.56,1095.36,547.68,n,"Zonneveld, 2019",3
288960-1,Sinapis arvensis L.,Sinapis arvensis,L.,2.21,1.11,2161.38,1080.69,n,"Zonneveld, 2019",3
237940-2,Sisymbrium irio L.,Sisymbrium irio,L.,0.68,0.34,665.04,332.52,n,"Zonneveld, 2019",3
237960-2,Sisymbrium loeselii L.,Sisymbrium loeselii,L.,0.53,0.27,518.34,259.17,n,"Zonneveld, 2019",3
289589-1,Sisymbrium officinale (L.) Scop.,Sisymbrium officinale,(L.) Scop.,0.65,0.33,635.7,317.85,n,"Zonneveld, 2019",3
289595-1,Sisymbrium orientale L.,Sisymbrium orientale,L.,0.61,0.31,596.58,298.29,n,"Zonneveld, 2019",3
324701-2,Sisymbrium strictissimum L.,Sisymbrium strictissimum,L.,1.59,0.8,1555.02,777.51,n,"Zonneveld, 2019",3
289854-1,Sisymbrium volgense M.Bieb. ex E.Fourn.,Sisymbrium volgense,M.Bieb. ex E.Fourn.,0.65,0.33,635.7,317.85,n,"Zonneveld, 2019",3
