kew_id,taxon_name,taxon_name_binom,authors,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,from_BI_material,data_source,ID
553777-1,Lythrum portula (L.) D.A.Webb,Lythrum portula,(L.) D.A.Webb,0.58,0.29,567.24,283.62,n,"Zonneveld, 2019",3
147990-2,Lythrum salicaria L.,Lythrum salicaria,L.,3.3,1.65,3227.4,1613.7,n,"Zonneveld, 2019",3
30042358-2,Maianthemum bifolium (L.) F.W.Schmidt,Maianthemum bifolium,(L.) F.W.Schmidt,30.3,15.15,29633.4,14816.7,n,"Zonneveld, 2019",3
286774-1,Malcolmia maritima (L.) W.T.Aiton,Malcolmia maritima,(L.) W.T.Aiton,0.55,0.28,537.9,268.95,n,"Zonneveld, 2019",3
726415-1,Malus sylvestris (L.) Mill.,Malus sylvestris,(L.) Mill.,1.76,0.88,1721.28,860.64,n,"Zonneveld, 2019",3
561521-1,Malva alcea L.,Malva alcea,L.,10.6,5.3,10366.8,5183.4,n,"Zonneveld, 2019",3
561795-1,Malva neglecta Wallr.,Malva neglecta,Wallr.,1.53,0.77,1496.34,748.17,n,"Zonneveld, 2019",3
561868-1,Malva pusilla Sm.,Malva pusilla,Sm.,1.46,0.73,1427.88,713.94,n,"Zonneveld, 2019",3
561932-1,Malva sylvestris L.,Malva sylvestris,L.,1.56,0.78,1525.68,762.84,n,"Zonneveld, 2019",3
449990-1,Marrubium vulgare L.,Marrubium vulgare,L.,2.72,1.36,2660.16,1330.08,n,"Zonneveld, 2019",3
154715-2,Matricaria chamomilla L.,Matricaria chamomilla,L.,5.67,2.84,5545.26,2772.63,n,"Zonneveld, 2019",3
154716-2,Matricaria discoidea DC.,Matricaria discoidea,DC.,4.75,2.38,4645.5,2322.75,n,"Zonneveld, 2019",3
58427-3,Medicago arabica (L.) Huds.,Medicago arabica,(L.) Huds.,1.22,0.61,1193.16,596.58,n,"Zonneveld, 2019",3
506268-1,Medicago lupulina L.,Medicago lupulina,L.,1.4,0.7,1369.2,684.6,n,"Zonneveld, 2019",3
77089103-1,Medicago minima (L.) Bartal.,Medicago minima,(L.) Bartal.,1.2,0.6,1173.6,586.8,n,"Zonneveld, 2019",3
60465997-2,Medicago polymorpha L.,Medicago polymorpha,L.,1.06,0.53,1036.68,518.34,n,"Zonneveld, 2019",3
805620-1,Melampyrum arvense L.,Melampyrum arvense,L.,14.9,7.45,14572.2,7286.1,n,"Zonneveld, 2019",3
408086-1,Melica nutans L.,Melica nutans,L.,5.7,2.85,5574.6,2787.3,n,"Zonneveld, 2019",3
408184-1,Melica uniflora Retz.,Melica uniflora,Retz.,5.1,2.55,4987.8,2493.9,n,"Zonneveld, 2019",3
156656-2,Melilotus albus Medik.,Melilotus albus,Medik.,2.59,1.3,2533.02,1266.51,n,"Zonneveld, 2019",3
506901-1,Melilotus altissimus Thuill.,Melilotus altissimus,Thuill.,2.83,1.42,2767.74,1383.87,n,"Zonneveld, 2019",3
1207360-2,Melilotus indicus (L.) All.,Melilotus indicus,(L.) All.,2.05,1.03,2004.9,1002.45,n,"Zonneveld, 2019",3
30429323-2,Melilotus officinalis (L.) Pall.,Melilotus officinalis,(L.) Pall.,2.7,1.35,2640.6,1320.3,n,"Zonneveld, 2019",3
450084-1,Melissa officinalis L.,Melissa officinalis,L.,1.94,0.97,1897.32,948.66,n,"Zonneveld, 2019",3
450128-1,Melittis melissophyllum L.,Melittis melissophyllum,L.,1.07,0.54,1046.46,523.23,n,"Zonneveld, 2019",3
450192-1,Mentha aquatica L.,Mentha aquatica,L.,3.28,1.64,3207.84,1603.92,n,"Zonneveld, 2019",3
30026217-2,Mentha arvensis L.,Mentha arvensis,L.,2.62,1.31,2562.36,1281.18,n,"Zonneveld, 2019",3
451022-1,Mentha pulegium L.,Mentha pulegium,L.,0.89,0.45,870.42,435.21,n,"Zonneveld, 2019",3
451162-1,Mentha spicata L.,Mentha spicata,L.,1.5,0.75,1467,733.5,n,"Zonneveld, 2019",3
451188-1,Mentha suaveolens Ehrh.,Mentha suaveolens,Ehrh.,1.07,0.54,1046.46,523.23,n,"Zonneveld, 2019",3
50970102-1,Menyanthes trifoliata L.,Menyanthes trifoliata,L.,4.03,2.02,3941.34,1970.67,n,"Zonneveld, 2019",3
352179-1,Mercurialis annua L.,Mercurialis annua,L.,1.29,0.65,1261.62,630.81,n,"Zonneveld, 2019",3
352211-1,Mercurialis perennis L.,Mercurialis perennis,L.,7.21,3.61,7051.38,3525.69,n,"Zonneveld, 2019",3
726564-1,Mespilus germanica L.,Mespilus germanica,L.,1.79,0.9,1750.62,875.31,n,"Zonneveld, 2019",3
828387-1,Metasequoia glyptostroboides Hu & W.C.Cheng,Metasequoia glyptostroboides,Hu & W.C.Cheng,19.3,9.65,18875.4,9437.7,n,"Zonneveld, 2019",3
1122217-2,Mibora minima (L.) Desv.,Mibora minima,(L.) Desv.,9.92,4.96,9701.76,4850.88,n,"Zonneveld, 2019",3
408768-1,Miscanthus sinensis Andersson,Miscanthus sinensis,Andersson,5.58,2.79,5457.24,2728.62,n,"Zonneveld, 2019",3
806149-1,Misopates orontium (L.) Raf.,Misopates orontium,(L.) Raf.,0.88,0.44,860.64,430.32,n,"Zonneveld, 2019",3
155772-1,Moehringia trinervia (L.) Clairv.,Moehringia trinervia,(L.) Clairv.,2.94,1.47,2875.32,1437.66,n,"Zonneveld, 2019",3
98382-3,Molinia caerulea (L.) Moench,Molinia caerulea,(L.) Moench,3.51,1.76,3432.78,1716.39,n,"Zonneveld, 2019",3
538447-1,Muscari armeniacum Leichtlin ex Baker,Muscari armeniacum,Leichtlin ex Baker,8.92,4.46,8723.76,4361.88,n,"Zonneveld, 2019",3
1027825-2,Muscari botryoides (L.) Mill.,Muscari botryoides,(L.) Mill.,8.47,4.24,8283.66,4141.83,n,"Zonneveld, 2019",3
538476-1,Muscari comosum (L.) Mill.,Muscari comosum,(L.) Mill.,8.4,4.2,8215.2,4107.6,n,"Zonneveld, 2019",3
233981-1,Mycelis muralis (L.) Dumort.,Mycelis muralis,(L.) Dumort.,3.77,1.89,3687.06,1843.53,n,"Zonneveld, 2019",3
118914-1,Myosotis arvensis (L.) Hill,Myosotis arvensis,(L.) Hill,1.96,0.98,1916.88,958.44,n,"Zonneveld, 2019",3
118996-1,Myosotis discolor Pers.,Myosotis discolor,Pers.,1.84,0.92,1799.52,899.76,n,"Zonneveld, 2019",3
119209-1,Myosotis ramosissima Rochel,Myosotis ramosissima,Rochel,1.15,0.58,1124.7,562.35,n,"Zonneveld, 2019",3
119282-1,Myosotis sylvatica Ehrh. ex Hoffm.,Myosotis sylvatica,Ehrh. ex Hoffm.,0.67,0.34,655.26,327.63,n,"Zonneveld, 2019",3
30001891-2,Myosurus minimus L.,Myosurus minimus,L.,2.45,1.23,2396.1,1198.05,n,"Zonneveld, 2019",3
300581-2,Myrica gale L.,Myrica gale,L.,1.7,0.85,1662.6,831.3,n,"Zonneveld, 2019",3
430392-1,Myriophyllum alterniflorum DC.,Myriophyllum alterniflorum,DC.,0.47,0.24,459.66,229.83,n,"Zonneveld, 2019",3
166319-2,Myriophyllum aquaticum (Vell.) Verdc.,Myriophyllum aquaticum,(Vell.) Verdc.,1.51,0.76,1476.78,738.39,n,"Zonneveld, 2019",3
430465-1,Myriophyllum spicatum L.,Myriophyllum spicatum,L.,2.77,1.39,2709.06,1354.53,n,"Zonneveld, 2019",3
430479-1,Myriophyllum verticillatum L.,Myriophyllum verticillatum,L.,1.1,0.55,1075.8,537.9,n,"Zonneveld, 2019",3
845120-1,Myrrhis odorata (L.) Scop.,Myrrhis odorata,(L.) Scop.,1.73,0.87,1691.94,845.97,n,"Zonneveld, 2019",3
321282-2,Najas marina L.,Najas marina,L.,0.41,0.21,400.98,200.49,n,"Zonneveld, 2019",3
66177-1,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus,L.,23.8,11.9,23276.4,11638.2,n,"Zonneveld, 2019",3
409307-1,Nardus stricta L.,Nardus stricta,L.,4.16,2.08,4068.48,2034.24,n,"Zonneveld, 2019",3
538658-1,Narthecium ossifragum (L.) Huds.,Narthecium ossifragum,(L.) Huds.,0.93,0.47,909.54,454.77,n,"Zonneveld, 2019",3
452333-1,Nepeta cataria L.,Nepeta cataria,L.,1.18,0.59,1154.04,577.02,n,"Zonneveld, 2019",3
816832-1,Nicandra physalodes (L.) Gaertn.,Nicandra physalodes,(L.) Gaertn.,2.48,1.24,2425.44,1212.72,n,"Zonneveld, 2019",3
817077-1,Nicotiana tabacum L.,Nicotiana tabacum,L.,8.71,4.36,8518.38,4259.19,n,"Zonneveld, 2019",3
711645-1,Nigella damascena L.,Nigella damascena,L.,24,12,23472,11736,n,"Zonneveld, 2019",3
119385-1,Nonea lutea (Desr.) DC.,Nonea lutea,(Desr.) DC.,1.47,0.74,1437.66,718.83,n,"Zonneveld, 2019",3
30385379-2,Nuphar lutea (L.) Sm.,Nuphar lutea,(L.) Sm.,5.27,2.64,5154.06,2577.03,n,"Zonneveld, 2019",3
171158-2,Nymphaea alba L.,Nymphaea alba,L.,4.46,2.23,4361.88,2180.94,n,"Zonneveld, 2019",3
370207-1,Nymphoides peltata Kuntze,Nymphoides peltata,Kuntze,1.81,0.91,1770.18,885.09,n,"Zonneveld, 2019",3
845226-1,Oenanthe aquatica (L.) Poir.,Oenanthe aquatica,(L.) Poir.,2.03,1.02,1985.34,992.67,n,"Zonneveld, 2019",3
845253-1,Oenanthe crocata L.,Oenanthe crocata,L.,1.52,0.76,1486.56,743.28,n,"Zonneveld, 2019",3
845312-1,Oenanthe lachenalii C.C.Gmel.,Oenanthe lachenalii,C.C.Gmel.,1.46,0.73,1427.88,713.94,n,"Zonneveld, 2019",3
845351-1,Oenanthe pimpinelloides L.,Oenanthe pimpinelloides,L.,1.38,0.69,1349.64,674.82,n,"Zonneveld, 2019",3
172755-2,Oenothera biennis L.,Oenothera biennis,L.,2.31,1.16,2259.18,1129.59,n,"Zonneveld, 2019",3
317809-2,Oenothera glazioviana P. Micheli,Oenothera glazioviana,P. Micheli,2.31,1.16,2259.18,1129.59,n,"Zonneveld, 2019",3
119508-1,Omphalodes verna Moench,Omphalodes verna,Moench,2.42,1.21,2366.76,1183.38,n,"Zonneveld, 2019",3
510168-1,Onobrychis viciifolia Scop.,Onobrychis viciifolia,Scop.,2.54,1.27,2484.12,1242.06,n,"Zonneveld, 2019",3
235234-1,Onopordum acanthium L.,Onopordum acanthium,L.,2.69,1.35,2630.82,1315.41,n,"Zonneveld, 2019",3
17167260-1,Ophioglossum azoricum C.Presl,Ophioglossum azoricum,C.Presl,65.3,32.65,63863.4,31931.7,n,"Zonneveld, 2019",3
304390-2,Ophioglossum vulgatum L.,Ophioglossum vulgatum,L.,44.7,22.35,43716.6,21858.3,n,"Zonneveld, 2019",3
647746-1,Ophrys apifera Huds.,Ophrys apifera,Huds.,21.3,10.65,20831.4,10415.7,n,"Zonneveld, 2019",3
647942-1,Ophrys insectifera L.,Ophrys insectifera,L.,22.2,11.1,21711.6,10855.8,n,"Zonneveld, 2019",3
648363-1,Orchis anthropophora (L.) All.,Orchis anthropophora,(L.) All.,29.6,14.8,28948.8,14474.4,n,"Zonneveld, 2019",3
648875-1,Orchis militaris L.,Orchis militaris,L.,23.9,11.95,23374.2,11687.1,n,"Zonneveld, 2019",3
649036-1,Orchis purpurea Huds.,Orchis purpurea,Huds.,18.7,9.35,18288.6,9144.3,n,"Zonneveld, 2019",3
453395-1,Origanum vulgare L.,Origanum vulgare,L.,1.77,0.89,1731.06,865.53,n,"Zonneveld, 2019",3
539382-1,Ornithogalum nutans L.,Ornithogalum nutans,L.,43.9,21.95,42934.2,21467.1,n,"Zonneveld, 2019",3
539466-1,Ornithogalum pyrenaicum L.,Ornithogalum pyrenaicum,L.,30.2,15.1,29535.6,14767.8,n,"Zonneveld, 2019",3
510843-1,Ornithopus compressus L.,Ornithopus compressus,L.,1.23,0.62,1202.94,601.47,n,"Zonneveld, 2019",3
510863-1,Ornithopus perpusillus L.,Ornithopus perpusillus,L.,1.23,0.62,1202.94,601.47,n,"Zonneveld, 2019",3
510872-1,Ornithopus sativus Brot.,Ornithopus sativus,Brot.,1.19,0.6,1163.82,581.91,n,"Zonneveld, 2019",3
662213-1,Orobanche caryophyllacea Sm.,Orobanche caryophyllacea,Sm.,7.66,3.83,7491.48,3745.74,n,"Zonneveld, 2019",3
662398-1,Orobanche hederae Duby,Orobanche hederae,Duby,5.7,2.85,5574.6,2787.3,n,"Zonneveld, 2019",3
53607-3,Orobanche minor Sm.,Orobanche minor,Sm.,6.06,3.03,5926.68,2963.34,n,"Zonneveld, 2019",3
662596-1,Orobanche picridis F.W.Schultz,Orobanche picridis,F.W.Schultz,5.66,2.83,5535.48,2767.74,n,"Zonneveld, 2019",3
662647-1,Orobanche reticulata Wallr.,Orobanche reticulata,Wallr.,6.19,3.1,6053.82,3026.91,n,"Zonneveld, 2019",3
30012601-2,Oxalis acetosella L.,Oxalis acetosella,L.,5.58,2.79,5457.24,2728.62,n,"Zonneveld, 2019",3
374833-1,Oxalis debilis Kunth,Oxalis debilis,Kunth,2.11,1.06,2063.58,1031.79,n,"Zonneveld, 2019",3
177944-2,Oxalis dillenii Jacq.,Oxalis dillenii,Jacq.,0.57,0.29,557.46,278.73,n,"Zonneveld, 2019",3
178499-2,Oxalis stricta L.,Oxalis stricta,L.,2.17,1.09,2122.26,1061.13,n,"Zonneveld, 2019",3
181618-2,Panicum capillare L.,Panicum capillare,L.,0.96,0.48,938.88,469.44,n,"Zonneveld, 2019",3
325362-2,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Michx.,3.01,1.51,2943.78,1471.89,n,"Zonneveld, 2019",3
412217-1,Panicum miliaceum L.,Panicum miliaceum,L.,2.11,1.06,2063.58,1031.79,n,"Zonneveld, 2019",3
413051-1,Panicum schinzii Hack. ex Schinz,Panicum schinzii,Hack. ex Schinz,0.99,0.5,968.22,484.11,n,"Zonneveld, 2019",3
673414-1,Papaver atlanticum (Ball) Coss.,Papaver atlanticum,(Ball) Coss.,2.36,1.18,2308.08,1154.04,n,"Zonneveld, 2019",3
673488-1,Papaver dubium L.,Papaver dubium,L.,10.6,5.3,10366.8,5183.4,n,"Zonneveld, 2019",3
306058-2,Papaver rhoeas L.,Papaver rhoeas,L.,5.2,2.6,5085.6,2542.8,n,"Zonneveld, 2019",3
673724-1,Papaver somniferum L.,Papaver somniferum,L.,6.82,3.41,6669.96,3334.98,n,"Zonneveld, 2019",3
806705-1,Parentucellia viscosa (L.) Caruel,Parentucellia viscosa,(L.) Caruel,2.85,1.43,2787.3,1393.65,n,"Zonneveld, 2019",3
854934-1,Parietaria judaica L.,Parietaria judaica,L.,1.69,0.85,1652.82,826.41,n,"Zonneveld, 2019",3
854958-1,Parietaria officinalis L.,Parietaria officinalis,L.,1.01,0.51,987.78,493.89,n,"Zonneveld, 2019",3
184082-2,Parthenocissus inserta (A.Kern.) Fritsch,Parthenocissus inserta,(A.Kern.) Fritsch,1.79,0.9,1750.62,875.31,n,"Zonneveld, 2019",3
184091-2,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia,(L.) Planch.,2.39,1.2,2337.42,1168.71,n,"Zonneveld, 2019",3
50912710-1,Parthenocissus tricuspidata (Siebold & Zucc.) Planch.,Parthenocissus tricuspidata,(Siebold & Zucc.) Planch.,1.3,0.65,1271.4,635.7,n,"Zonneveld, 2019",3
185784-2,Paulownia tomentosa (Thunb.) Steud.,Paulownia tomentosa,(Thunb.) Steud.,1.24,0.62,1212.72,606.36,n,"Zonneveld, 2019",3
807439-1,Pedicularis palustris L.,Pedicularis palustris,L.,4.7,2.35,4596.6,2298.3,n,"Zonneveld, 2019",3
807692-1,Pedicularis sylvatica L.,Pedicularis sylvatica,L.,5.19,2.6,5075.82,2537.91,n,"Zonneveld, 2019",3
60457907-2,Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey,Pentaglottis sempervirens,(L.) Tausch ex L.H.Bailey,2.17,1.09,2122.26,1061.13,n,"Zonneveld, 2019",3
30193627-2,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,(L.) Delarbre,4.28,2.14,4185.84,2092.92,n,"Zonneveld, 2019",3
60433515-2,Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross,Persicaria capitata,(Buch.-Ham. ex D.Don) H.Gross,2.05,1.03,2004.9,1002.45,n,"Zonneveld, 2019",3
77069479-1,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,(L.) Delarbre,1.82,0.91,1779.96,889.98,n,"Zonneveld, 2019",3
77069480-1,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia,(L.) Delarbre,1.71,0.86,1672.38,836.19,n,"Zonneveld, 2019",3
695052-1,Persicaria maculosa Gray,Persicaria maculosa,Gray,3.48,1.74,3403.44,1701.72,n,"Zonneveld, 2019",3
157828-3,Persicaria minor (Huds.) Opiz,Persicaria minor,(Huds.) Opiz,3.21,1.61,3139.38,1569.69,n,"Zonneveld, 2019",3
77108460-1,Persicaria mitis (Schrank) Assenov,Persicaria mitis,(Schrank) Assenov,3.59,1.8,3511.02,1755.51,n,"Zonneveld, 2019",3
237345-1,Petasites albus (L.) Gaertn.,Petasites albus,(L.) Gaertn.,6,3,5868,2934,n,"Zonneveld, 2019",3
237374-1,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Schreb.",Petasites hybridus,"(L.) G.Gaertn., B.Mey. & Schreb.",6.18,3.09,6044.04,3022.02,n,"Zonneveld, 2019",3
1067586-2,Petasites japonicus (Siebold & Zucc.) Maxim.,Petasites japonicus,(Siebold & Zucc.) Maxim.,10.9,5.45,10660.2,5330.1,n,"Zonneveld, 2019",3
155983-1,Petrorhagia prolifera (L.) P.W.Ball & Heywood,Petrorhagia prolifera,(L.) P.W.Ball & Heywood,1.34,0.67,1310.52,655.26,n,"Zonneveld, 2019",3
60442790-2,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,(Mill.) Fuss,4.39,2.2,4293.42,2146.71,n,"Zonneveld, 2019",3
846292-1,Peucedanum officinale L.,Peucedanum officinale,L.,8.44,4.22,8254.32,4127.16,n,"Zonneveld, 2019",3
432789-1,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,1.48,0.74,1447.44,723.72,n,"Zonneveld, 2019",3
415571-1,Phalaris arundinacea L.,Phalaris arundinacea,L.,10.2,5.1,9975.6,4987.8,n,"Zonneveld, 2019",3
415588-1,Phalaris canariensis L.,Phalaris canariensis,L.,9.61,4.81,9398.58,4699.29,n,"Zonneveld, 2019",3
513754-1,Phaseolus coccineus L.,Phaseolus coccineus,L.,1.72,0.86,1682.16,841.08,n,"Zonneveld, 2019",3
514191-1,Phaseolus vulgaris L.,Phaseolus vulgaris,L.,1.37,0.69,1339.86,669.93,n,"Zonneveld, 2019",3
792194-1,Philadelphus coronarius L.,Philadelphus coronarius,L.,2.57,1.29,2513.46,1256.73,n,"Zonneveld, 2019",3
415780-1,Phleum arenarium L.,Phleum arenarium,L.,3.13,1.57,3061.14,1530.57,n,"Zonneveld, 2019",3
30337627-2,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,(Cav.) Trin. ex Steud.,2.26,1.13,2210.28,1105.14,n,"Zonneveld, 2019",3
760451-1,Phuopsis stylosa (Trin.) Benth. & Hook.f. ex B.D.Jacks.,Phuopsis stylosa,(Trin.) Benth. & Hook.f. ex B.D.Jacks.,2.17,1.09,2122.26,1061.13,n,"Zonneveld, 2019",3
195473-2,Physalis peruviana L.,Physalis peruviana,L.,12.4,6.2,12127.2,6063.6,n,"Zonneveld, 2019",3
1115316-2,Physocarpus opulifolius (L.) Maxim.,Physocarpus opulifolius,(L.) Maxim.,0.53,0.27,518.34,259.17,n,"Zonneveld, 2019",3
676329-1,Phytolacca acinosa Roxb.,Phytolacca acinosa,Roxb.,6.24,3.12,6102.72,3051.36,n,"Zonneveld, 2019",3
323290-2,Phytolacca americana L.,Phytolacca americana,L.,2.56,1.28,2503.68,1251.84,n,"Zonneveld, 2019",3
262609-1,Picea abies (L.) H.Karst.,Picea abies,(L.) H.Karst.,40.7,20.35,39804.6,19902.3,n,"Zonneveld, 2019",3
60440467-2,Picea omorika (Pancic) Purk.,Picea omorika,(Pancic) Purk.,37.9,18.95,37066.2,18533.1,n,"Zonneveld, 2019",3
60440465-2,Picea orientalis (L.) Link,Picea orientalis,(L.) Link,36.7,18.35,35892.6,17946.3,n,"Zonneveld, 2019",3
30095300-2,Picea pungens Engelm.,Picea pungens,Engelm.,42.1,21.05,41173.8,20586.9,n,"Zonneveld, 2019",3
676986-1,Picea sitchensis (Bong.) Carrière,Picea sitchensis,(Bong.) Carrière,38.1,19.05,37261.8,18630.9,n,"Zonneveld, 2019",3
237848-1,Picris hieracioides L.,Picris hieracioides,L.,2.91,1.46,2845.98,1422.99,n,"Zonneveld, 2019",3
846901-1,Pimpinella major (L.) Huds.,Pimpinella major,(L.) Huds.,5.57,2.79,5447.46,2723.73,n,"Zonneveld, 2019",3
847025-1,Pimpinella saxifraga L.,Pimpinella saxifraga,L.,7.7,3.85,7530.6,3765.3,n,"Zonneveld, 2019",3
677083-1,Pinus mugo Turra,Pinus mugo,Turra,45.2,22.6,44205.6,22102.8,n,"Zonneveld, 2019",3
263216-1,Pinus pinaster Aiton,Pinus pinaster,Aiton,57.8,28.9,56528.4,28264.2,n,"Zonneveld, 2019",3
197100-2,Pinus strobus L.,Pinus strobus,L.,59.1,29.55,57799.8,28899.9,n,"Zonneveld, 2019",3
317684-2,Pistia stratiotes L.,Pistia stratiotes,L.,0.88,0.44,860.64,430.32,n,"Zonneveld, 2019",3
684878-1,Plantago arenaria Waldst. & Kit.,Plantago arenaria,Waldst. & Kit.,3.52,1.76,3442.56,1721.28,n,"Zonneveld, 2019",3
685048-1,Plantago coronopus L.,Plantago coronopus,L.,1.15,0.58,1124.7,562.35,n,"Zonneveld, 2019",3
321285-2,Plantago lanceolata L.,Plantago lanceolata,L.,2.76,1.38,2699.28,1349.64,n,"Zonneveld, 2019",3
30063012-2,Plantago maritima L.,Plantago maritima,L.,2.68,1.34,2621.04,1310.52,n,"Zonneveld, 2019",3
685411-1,Plantago media L.,Plantago media,L.,5.51,2.76,5388.78,2694.39,n,"Zonneveld, 2019",3
651671-1,Platanthera bifolia (L.) Rich.,Platanthera bifolia,(L.) Rich.,25,12.5,24450,12225,n,"Zonneveld, 2019",3
320037-2,Poa angustifolia L.,Poa angustifolia,L.,8.27,4.14,8088.06,4044.03,n,"Zonneveld, 2019",3
320038-2,Poa bulbosa L.,Poa bulbosa,L.,7.4,3.7,7237.2,3618.6,n,"Zonneveld, 2019",3
204172-2,Poa compressa L.,Poa compressa,L.,5.61,2.81,5486.58,2743.29,n,"Zonneveld, 2019",3
417221-1,Poa humilis Ehrh. ex Hoffm.,Poa humilis,Ehrh. ex Hoffm.,10.9,5.45,10660.2,5330.1,n,"Zonneveld, 2019",3
417256-1,Poa infirma Kunth,Poa infirma,Kunth,2.84,1.42,2777.52,1388.76,n,"Zonneveld, 2019",3
320039-2,Poa nemoralis L.,Poa nemoralis,L.,6.71,3.36,6562.38,3281.19,n,"Zonneveld, 2019",3
204398-2,Poa palustris L.,Poa palustris,L.,3.07,1.54,3002.46,1501.23,n,"Zonneveld, 2019",3
417792-1,Poa pratensis L.,Poa pratensis,L.,6.98,3.49,6826.44,3413.22,n,"Zonneveld, 2019",3
320346-2,Poa trivialis L.,Poa trivialis,L.,3.48,1.74,3403.44,1701.72,n,"Zonneveld, 2019",3
156239-1,Polycarpon tetraphyllum (L.) L.,Polycarpon tetraphyllum,(L.) L.,1.44,0.72,1408.32,704.16,n,"Zonneveld, 2019",3
692322-1,Polygala serpyllifolia Hosé,Polygala serpyllifolia,Hosé,0.83,0.42,811.74,405.87,n,"Zonneveld, 2019",3
692570-1,Polygala vulgaris L.,Polygala vulgaris,L.,1.88,0.94,1838.64,919.32,n,"Zonneveld, 2019",3
30081981-2,Polygonatum multiflorum (L.) All.,Polygonatum multiflorum,(L.) All.,20.5,10.25,20049,10024.5,n,"Zonneveld, 2019",3
540195-1,Polygonatum odoratum (Mill.) Druce,Polygonatum odoratum,(Mill.) Druce,23.2,11.6,22689.6,11344.8,n,"Zonneveld, 2019",3
540250-1,Polygonatum verticillatum (L.) All.,Polygonatum verticillatum,(L.) All.,17.7,8.85,17310.6,8655.3,n,"Zonneveld, 2019",3
1048074-2,Polypogon monspeliensis (L.) Desf.,Polypogon monspeliensis,(L.) Desf.,7.95,3.98,7775.1,3887.55,n,"Zonneveld, 2019",3
418741-1,Polypogon viridis (Gouan) Breistr.,Polypogon viridis,(Gouan) Breistr.,7.08,3.54,6924.24,3462.12,n,"Zonneveld, 2019",3
283610-2,Pontederia cordata L.,Pontederia cordata,L.,1.34,0.67,1310.52,655.26,n,"Zonneveld, 2019",3
776573-1,Populus alba L.,Populus alba,L.,0.96,0.48,938.88,469.44,n,"Zonneveld, 2019",3
776600-1,Populus balsamifera L.,Populus balsamifera,L.,1.06,0.53,1036.68,518.34,n,"Zonneveld, 2019",3
776790-1,Populus nigra L.,Populus nigra,L.,1.01,0.51,987.78,493.89,n,"Zonneveld, 2019",3
302387-2,Populus tremula L.,Populus tremula,L.,0.96,0.48,938.88,469.44,n,"Zonneveld, 2019",3
208350-2,Populus trichocarpa Torr. & A.Gray ex Hook.,Populus trichocarpa,Torr. & A.Gray ex Hook.,1,0.5,978,489,n,"Zonneveld, 2019",3
323270-2,Portulaca oleracea L.,Portulaca oleracea,L.,2.72,1.36,2660.16,1330.08,n,"Zonneveld, 2019",3
67836-3,Potamogeton acutifolius Link.,Potamogeton acutifolius,Link.,1.02,0.51,997.56,498.78,n,"Zonneveld, 2019",3
603113-1,Potamogeton alpinus Balb.,Potamogeton alpinus,Balb.,0.97,0.49,948.66,474.33,n,"Zonneveld, 2019",3
603133-1,Potamogeton berchtoldii Fieber,Potamogeton berchtoldii,Fieber,1.08,0.54,1056.24,528.12,n,"Zonneveld, 2019",3
323116-2,Potamogeton crispus L.,Potamogeton crispus,L.,1.68,0.84,1643.04,821.52,n,"Zonneveld, 2019",3
208813-2,Potamogeton friesii Rupr.,Potamogeton friesii,Rupr.,0.99,0.5,968.22,484.11,n,"Zonneveld, 2019",3
323120-2,Potamogeton gramineus L.,Potamogeton gramineus,L.,1.78,0.89,1740.84,870.42,n,"Zonneveld, 2019",3
208872-2,Potamogeton natans L.,Potamogeton natans,L.,1.85,0.93,1809.3,904.65,n,"Zonneveld, 2019",3
603330-1,Potamogeton nodosus Poir.,Potamogeton nodosus,Poir.,1.54,0.77,1506.12,753.06,n,"Zonneveld, 2019",3
208899-2,Potamogeton perfoliatus L.,Potamogeton perfoliatus,L.,1.76,0.88,1721.28,860.64,n,"Zonneveld, 2019",3
603369-1,Potamogeton polygonifolius Pourr.,Potamogeton polygonifolius,Pourr.,1,0.5,978,489,n,"Zonneveld, 2019",3
208919-2,Potamogeton pusillus L.,Potamogeton pusillus,L.,0.64,0.32,625.92,312.96,n,"Zonneveld, 2019",3
603452-1,Potamogeton trichoides Cham. & Schltdl.,Potamogeton trichoides,Cham. & Schltdl.,1,0.5,978,489,n,"Zonneveld, 2019",3
727633-1,Potentilla anglica Laichard.,Potentilla anglica,Laichard.,2.1,1.05,2053.8,1026.9,n,"Zonneveld, 2019",3
727641-1,Potentilla anserina L.,Potentilla anserina,L.,1.08,0.54,1056.24,528.12,n,"Zonneveld, 2019",3
60457410-2,Potentilla erecta (L.) Raeusch.,Potentilla erecta,(L.) Raeusch.,1.49,0.75,1457.22,728.61,n,"Zonneveld, 2019",3
